V1 V2 w Y_obs
-0.624817604 -0.578216254  1.000000000 -1.039524811
 0.615609649 -1.029895249  1.000000000 -0.580405859
-0.681098667 -0.322512838  1.000000000 -0.833497886
-0.664916281  1.033361285  0.000000000  0.855530787
 1.223801866 -0.888521813  0.000000000 -0.574402222
 0.216483836  0.734192162  0.000000000  0.771138722
 0.109440581 -1.268993211  0.000000000 -1.231193110
 0.475420852  1.565961743  1.000000000  1.929867548
-0.397083852  0.396814057  1.000000000  0.115192029
 0.497176093  0.589775333  0.000000000  0.722856882
-0.388258614 -1.033979148  1.000000000 -1.330451812
 1.355690950 -1.169452576  0.000000000 -0.825557795
 0.723761149  0.049838565  1.000000000  0.581448174
 0.233500362  0.755005822  0.000000000  0.805068778
 0.644303392 -0.371075031  1.000000000  0.118425845
 1.915825871 -1.928202319  1.000000000 -0.491770894
-0.322303149 -0.314993423  1.000000000 -0.540470883
-0.219139121 -0.293439434  0.000000000 -0.340617680
-0.798751060  1.040823823  0.000000000  0.838890850
-0.641029411 -0.443257863  0.000000000 -0.590470515
-1.260234276 -0.235250898  1.000000000 -1.178794566
-0.246713841 -0.091340897  0.000000000 -0.148675096
 1.110174604 -1.580726033  0.000000000 -1.302134147
 0.229067490  0.472148333  0.000000000  0.535877439
 1.695787193 -0.229362682  1.000000000  1.043399858
 2.256649590  0.493417068  0.000000000  1.075169548
-0.729756489  1.585048216  1.000000000  1.042401560
 0.478812034  0.217081913  0.000000000  0.330851893
-0.312242702  0.230860221  0.000000000  0.148769249
-0.366971557  0.652434708  1.000000000  0.374358510
 0.967807091  0.777784022  0.000000000  1.018143684
 0.732826686  0.562681900  0.000000000  0.753944512
-0.798078522 -0.196839447  1.000000000 -0.793944992
 0.760228850  0.228771879  1.000000000  0.792766196
 0.797871922  1.606783031  0.000000000  1.789399668
-0.969495924 -0.596241095  0.000000000 -0.822484118
 0.983067423 -1.207537084  0.000000000 -0.970841845
-0.705809818 -1.668961367  1.000000000 -2.210090089
-0.364076900 -1.159333748  1.000000000 -1.426499137
-0.561786112 -0.899712986  1.000000000 -1.317358441
-0.439692010  1.684811266  1.000000000  1.351907566
-0.268560111 -0.152887274  0.000000000 -0.213939714
 0.132723015  1.766303754  0.000000000  1.784208371
-2.259344297  1.729102110  0.000000000  1.155687617
-0.856984603 -1.484563376  0.000000000 -1.693310490
 1.768624728  1.223912201  0.000000000  1.666883526
 2.836860068  0.877428601  1.000000000  3.013220090
-0.316087624 -1.231468783  0.000000000 -1.326898897
 0.851614399 -0.975479311  1.000000000 -0.325233183
-0.170170570 -1.469153120  1.000000000 -1.617866019
-1.276290560 -1.941171499  1.000000000 -2.917241371
 2.608270002 -0.202175745  1.000000000  1.752500979
 0.172786990  0.311327707  1.000000000  0.446406896
-0.611873282  1.706431346  0.000000000  1.547173267
 1.332330190  0.235933501  0.000000000  0.569416018
-0.588509575  0.223249471  1.000000000 -0.219580730
-1.149168696 -1.034705153  1.000000000 -1.894206769
 2.155993003  0.241722758  1.000000000  1.861816772
 0.899500426  1.348703703  0.000000000  1.568964763
 0.391723427  0.662339747  1.000000000  0.956818603
 0.055903120 -1.291713245  0.000000000 -1.285772763
 0.101233022  3.217333287  0.000000000  3.234249871
-0.058697037 -0.004965249  0.000000000 -0.015868721
 1.030781139 -2.032904929  0.000000000 -1.764985054
 0.811773650 -0.368272998  1.000000000  0.254083919
 0.771829375  1.348717947  0.000000000  1.532736110
 1.713904885  1.511974393  0.000000000  1.936712051
 1.478833417  0.642275490  1.000000000  1.764943768
 0.616453816 -0.153274884  0.000000000 -0.008331857
 0.362725377  0.402645343  1.000000000  0.678436501
-0.890948215  0.783468256  0.000000000  0.561485813
-1.052817174 -0.551922007  1.000000000 -1.323389144
 0.887769466 -0.627409887  0.000000000 -0.397968223
-2.054053411 -0.633170665  1.000000000 -2.184306479
-1.055734529 -0.058708297  0.000000000 -0.323447528
 0.821683089 -1.078486081  1.000000000 -0.462985604
 1.623605064  0.662678166  0.000000000  1.080684258
-0.535746008 -0.731668461  0.000000000 -0.865000377
 0.503629920  1.389361846  1.000000000  1.764362276
-0.695137166 -0.657043199  1.000000000 -1.176723697
 1.265376735  0.311443013  1.000000000  1.280329385
-1.472217122 -0.337154208  1.000000000 -1.441714601
-0.115292841 -1.424032920  0.000000000 -1.466176429
 0.240643851 -0.170703711  1.000000000  0.006767900
 1.572813515 -1.101233930  1.000000000  0.086793511
 0.409730799  1.634010377  1.000000000  1.956021609
-1.629031394 -1.565775933  0.000000000 -1.970055727
 2.442148149 -0.414694258  0.000000000  0.205922436
-0.900317083  0.819982482  0.000000000  0.593459528
 0.260485962  0.635539688  0.000000000  0.708101413
 1.061100113  0.002537446  0.000000000  0.276885260
-0.950970026  1.913673354  0.000000000  1.661938153
 0.893397308  1.680960651  1.000000000  2.344614978
 0.319339159  1.079165035  1.000000000  1.301056067
 0.461011546  0.016858777  1.000000000  0.370775978
-0.314382392 -1.870089320  1.000000000 -2.102675511
-0.338837564 -0.483565449  0.000000000 -0.568107389
-0.322423454  2.154856269  1.000000000  1.917357511
-1.402362048  0.683088698  1.000000000 -0.368091268
-0.335454929  0.691514494  1.000000000  0.432963414
-0.455397223  0.562217010  1.000000000  0.221236380
-0.413341909  0.742539263  1.000000000  0.435562667
 0.166332386  0.262331205  0.000000000  0.317519737
-0.142103895  0.939999896  1.000000000  0.835265399
-1.005698130  0.383365279  1.000000000 -0.365185584
-0.208131708 -1.969357042  1.000000000 -2.144946468
-0.488196085 -0.021075795  0.000000000 -0.139253294
 1.345739442 -0.814113296  1.000000000  0.201501541
-0.046449943  1.387739630  0.000000000  1.381824811
-0.190046913 -0.710611579  1.000000000 -0.871856573
 0.114035140 -0.183293003  1.000000000 -0.081510485
-0.138715266 -0.304709295  0.000000000 -0.352403004
-0.474434442  0.127741290  1.000000000 -0.239437694
-0.365011026 -0.414819350  0.000000000 -0.490334514
-0.055784659 -0.121549368  1.000000000 -0.166824639
 2.454947977 -0.502148820  0.000000000  0.109781578
 1.404325119  1.967234767  1.000000000  3.003788717
-0.106573747 -1.646939555  0.000000000 -1.682978405
 0.125094490  0.056515054  0.000000000  0.087611494
 0.758208334 -0.040416585  0.000000000  0.148350176
 0.261722385 -0.076084554  1.000000000  0.131049772
-2.005490767 -1.407949908  1.000000000 -2.922872366
 0.648398402  0.249887075  0.000000000  0.393539882
-0.302026895  1.043297158  1.000000000  0.827291149
-0.916427883 -0.645135169  0.000000000 -0.872347139
-0.488795400 -2.062706409  1.000000000 -2.427708214
 0.525038387  0.094804426  0.000000000  0.248714250
 0.378476540 -0.286750343  0.000000000 -0.210868477
-1.366406588  1.018332403  0.000000000  0.688697865
-0.132726601 -0.292081576  1.000000000 -0.378861595
 0.705335317 -0.402934881  0.000000000 -0.222667121
 1.191272144  3.183337552  0.000000000  3.470226346
-2.684002956  0.785396262  0.000000000  0.110388347
 1.704053722 -0.471953860  1.000000000  0.818688920
 0.335480475 -0.273114388  0.000000000 -0.187269669
-0.048871475 -0.073473982  1.000000000 -0.093344021
-1.595660863  0.548074806  1.000000000 -0.643791862
-2.009451393  0.282043969  1.000000000 -1.224282397
 1.427003087 -1.570289705  0.000000000 -1.218998441
 2.556440876 -0.750506227  0.000000000 -0.090864317
 0.741287730 -0.321229646  1.000000000  0.231805227
-0.881323223  0.438211004  1.000000000 -0.228449727
-0.536052877  0.537781609  1.000000000  0.139694469
-0.134035493  0.027939448  0.000000000  0.002134645
-0.817249038 -1.579055772  0.000000000 -1.790020486
 0.411763971 -0.766821496  0.000000000 -0.668305888
 0.744068844 -1.653686160  1.000000000 -1.089057090
-2.683836538 -0.896646055  0.000000000 -1.560295381
-0.012592635 -0.091296388  1.000000000 -0.091562268
 1.926761266 -1.498592256  0.000000000 -1.036862398
-0.925907091  0.026333617  1.000000000 -0.664137680
-1.949917266 -0.202106554  0.000000000 -0.703247829
 1.097257285 -1.480961697  0.000000000 -1.204157100
-0.885126706 -0.466064485  0.000000000 -0.698332343
-2.196251365  1.648102681  1.000000000 -0.001719916
-0.106558895  0.279283364  1.000000000  0.206172902
 1.135843588 -0.638360663  0.000000000 -0.361883623
 1.768155994  0.955244977  0.000000000  1.386252182
-0.495018958  0.583181389  1.000000000  0.214932131
-0.658349452  0.307084469  0.000000000  0.157442634
-0.273989529 -0.803694920  0.000000000 -0.874337190
-0.673889543 -0.219895931  1.000000000 -0.722402790
-1.019928716  0.233501349  1.000000000 -0.520465747
-0.335762362  1.393869629  0.000000000  1.331450826
-0.294140806  0.546564625  1.000000000  0.341883569
-2.158730772  0.802971985  0.000000000  0.250676853
 1.225026629  0.263423093  0.000000000  0.566949150
-1.221705641  0.313712675  0.000000000  0.004670384
-0.368411983  0.294830699  1.000000000  0.029210937
-0.430367270  0.008638879  0.000000000 -0.099458227
 0.413994908 -0.324997837  0.000000000 -0.223455958
-0.559859847  0.754067749  1.000000000  0.334574994
-0.297727482  1.443008412  0.000000000  1.374323932
-0.088077597 -0.004233223  0.000000000 -0.024600574
-0.016272614  0.233365236  1.000000000  0.227601915
 1.161721272  0.262129270  0.000000000  0.543294405
 0.620917618 -0.295713804  0.000000000 -0.134620406
-1.350281237 -0.367870783  1.000000000 -1.369037257
 2.733947728 -0.683268388  1.000000000  1.371036247
 0.695880255 -0.488198027  0.000000000 -0.304871578
 0.971137002 -2.372917389  1.000000000 -1.646417800
 0.028580664  0.965650232  0.000000000  0.962871498
-0.847591843 -0.668961065  1.000000000 -1.312564979
 1.370158813  0.497152854  1.000000000  1.520695454
-0.772929565  0.453573799  1.000000000 -0.141950222
-0.486172106 -0.134139149  1.000000000 -0.505994548
-1.299334096 -0.413715228  0.000000000 -0.762589687
-0.847705073 -1.462174562  1.000000000 -2.108558499
 0.284747807 -0.405571131  0.000000000 -0.336841962
 0.185050707 -1.676556155  1.000000000 -1.515405824
-0.073788311 -0.942374385  1.000000000 -0.996535974
 2.093697705 -0.462767659  1.000000000  1.127990801
-0.018240689 -2.566492472  0.000000000 -2.580793253
-1.414845041 -0.340896326  0.000000000 -0.683509990
 0.106633786  1.350354286  1.000000000  1.437718332
-1.523836510 -1.615793751  0.000000000 -1.995577357
-0.758204922  0.339599240  0.000000000  0.151506446
-1.047581797 -0.695442317  0.000000000 -0.940976727
-0.350185614  0.680500632  0.000000000  0.595509194
-0.082716835 -0.353510772  1.000000000 -0.416895814
 0.727774463 -2.415382749  0.000000000 -2.222392774
 1.030037611 -0.542064026  1.000000000  0.227367558
-0.178021739 -1.322380101  1.000000000 -1.445271622
-0.620602235  1.487756732  0.000000000  1.319753434
 1.031133190  1.498601497  0.000000000  1.749017941
 0.502125657 -1.193404213  0.000000000 -1.075435355
 0.741442323 -1.168467200  1.000000000 -0.613070557
-0.502724104  0.070383921  0.000000000 -0.057470295
 2.223386531 -0.072388498  1.000000000  1.598629945
 0.849736137 -0.580347580  1.000000000  0.068675439
 0.171214222 -0.794949220  1.000000000 -0.647354405
-0.058963633 -0.931849830  1.000000000 -0.975396510
 0.904666436  1.509939230  0.000000000  1.734633634
 1.478987839 -0.368174585  0.000000000 -0.012282892
-0.886796951  0.376856017  0.000000000  0.151798744
 0.692544536 -0.437063207  1.000000000  0.078402769
 0.190830437  0.458302425  1.000000000  0.607181574
-1.308390296 -0.460511894  1.000000000 -1.450850806
 0.609472085  1.746717338  1.000000000  2.206727366
-0.948224346  0.030405300  1.000000000 -0.694577913
 0.724630584  0.413731673  0.000000000  0.583266123
-0.177442021 -0.260359057  0.000000000 -0.300929839
-0.745097918  1.034136201  0.000000000  0.841144170
 1.027423464 -0.482956770  1.000000000  0.272681651
 0.287387696 -0.933436475  1.000000000 -0.710937667
 0.513533382  0.130100203  0.000000000  0.270543518
-0.824378038 -0.198245386  0.000000000 -0.395331383
 0.730946306  1.102698892  1.000000000  1.671848038
-0.084715561  2.617151023  1.000000000  2.556704853
-0.733123912  0.256582028  1.000000000 -0.293596113
-0.311674874 -2.349390040  1.000000000 -2.579263122
 0.135785650  1.503374283  0.000000000  1.561876029
-0.224433857 -0.602614394  0.000000000 -0.665691188
 0.394905633 -1.204167951  0.000000000 -1.103065621
 0.692406521  0.099089481  1.000000000  0.629778921
-0.822476432  0.427613977  0.000000000  0.231801964
-0.245350256 -0.808251023  1.000000000 -0.989124178
-1.066293697 -0.084990602  1.000000000 -0.894107346
 1.541339753 -0.050104958  0.000000000  0.337381419
 2.362658236 -0.602746351  0.000000000 -0.017769364
-0.100377923 -1.014485947  1.000000000 -1.083424791
 0.694549600 -1.263627139  0.000000000 -1.074473948
-0.302549896  0.019820979  0.000000000 -0.058611265
 0.010442855 -0.848875853  0.000000000 -0.862695202
-3.047378143  0.127930639  1.000000000 -2.151111292
 0.292302433 -0.037932375  0.000000000  0.029566455
 0.742771237  1.951632116  0.000000000  2.140617836
-0.890664359  1.320827295  0.000000000  1.111938250
-1.349967766  0.501880221  1.000000000 -0.507931320
-1.067158606  0.557917547  0.000000000  0.288415990
-0.712093651  0.063916561  1.000000000 -0.463763100
-0.701616052 -0.426609242  1.000000000 -0.952369988
-0.117037386  0.597095010  1.000000000  0.492194981
 0.079178088  0.134263534  1.000000000  0.210539625
 0.840164695 -0.078668972  1.000000000  0.544739241
 0.561024845 -0.664471045  1.000000000 -0.248864773
-1.253406880  0.025588726  1.000000000 -0.897468935
 1.239851962 -1.405038380  1.000000000 -0.479951540
-1.078489847  0.238757497  1.000000000 -0.550260405
 0.090300050 -0.708921190  1.000000000 -0.646066844
 0.343310382  0.453258850  1.000000000  0.721354340
 0.517701930  1.456475404  1.000000000  1.846083178
 0.985771026  0.274395128  0.000000000  0.523372581
-1.260938170  0.154742625  0.000000000 -0.165985856
-0.738074876 -0.407962277  1.000000000 -0.950616696
-1.545641569  2.673424400  1.000000000  1.523503143
-0.059346684 -0.244131295  1.000000000 -0.288817339
-2.569753637 -2.028342845  0.000000000 -2.654589089
 0.873037747 -1.200426522  0.000000000 -0.967091561
-0.469470840 -0.829887959  0.000000000 -0.948352632
 1.391864136 -1.011803955  0.000000000 -0.662242741
 1.420833561 -0.781270401  0.000000000 -0.422161292
-0.733906542  0.835701099  1.000000000  0.273702011
 0.236556226  1.141489846  0.000000000  1.199405275
 0.349394555  1.089643299  1.000000000  1.343433934
 0.465978082 -1.251771659  0.000000000 -1.128620519
 0.970523650  1.287326332  0.000000000  1.536952339
-1.398032873  0.741239235  0.000000000  0.398627792
 1.263062847 -1.022781182  1.000000000 -0.080227194
-1.848543626  0.122628654  1.000000000 -1.269991703
 0.296421142  1.151065891  0.000000000  1.224836716
-2.116663421  0.814740770  1.000000000 -0.761090338
-0.959896190 -0.007928688  0.000000000 -0.231342757
-2.208047346 -0.478524704  0.000000000 -1.041037228
-0.822915187  1.429681707  0.000000000  1.224024476
-1.263740945 -0.606281690  0.000000000 -0.917505932
-0.916440220  1.537785834  0.000000000  1.312028053
-0.540691770  0.474411926  1.000000000  0.056252328
 1.033107927 -1.483632623  1.000000000 -0.709882731
-0.459384297 -1.154897995  0.000000000 -1.260108800
 0.283967572 -0.052348853  0.000000000  0.018838837
 0.690686334  1.324683750  1.000000000  1.821698849
 0.784444922  1.425964156  1.000000000  2.027398382
 1.982227267  0.137549356  0.000000000  0.629915352
-0.044768816 -0.162524328  1.000000000 -0.186965259
-0.073989473  0.943189786  1.000000000  0.892346742
-1.510730342 -0.209837063  0.000000000 -0.576989837
 0.154358101  1.648388665  0.000000000  1.692457526
 1.299552802  0.727205078  0.000000000  1.056334320
-1.168136914 -0.534560550  1.000000000 -1.412441989
-0.448250245 -0.199291154  0.000000000 -0.310157597
-0.519230479 -0.235485493  0.000000000 -0.369273604
 0.806788948  0.586272937  0.000000000  0.795772145
-0.044157977  2.313987500  0.000000000  2.328246374
-0.340366133  1.376231988  0.000000000  1.291589702
 1.531008725  0.594827446  0.000000000  0.969067312
 0.554515160 -0.851179460  1.000000000 -0.409084998
-0.388892645  1.075627170  0.000000000  0.981526819
-0.175922685  0.184217122  1.000000000  0.055719812
-0.490512508  0.424430468  0.000000000  0.299318072
-0.557936329  1.245231814  0.000000000  1.103384713
 0.769334643  0.569880982  1.000000000  1.154119093
-0.006528286 -1.739852234  1.000000000 -1.753253868
 1.221288352 -1.137864426  1.000000000 -0.209490984
-0.236641096 -0.050874224  0.000000000 -0.121811350
 0.364637923 -1.302398740  0.000000000 -1.202295966
 0.791396819  2.046270661  1.000000000  2.630158280
 0.760033325  0.615518696  0.000000000  0.795347446
 0.621373996 -0.216469829  1.000000000  0.256655074
 1.473384823 -0.004173708  1.000000000  1.107654322
 0.291835750 -2.074443141  0.000000000 -2.015421185
 0.271224594 -0.073477402  0.000000000  0.002553381
 0.171033024  1.108792045  0.000000000  1.145576419
 1.493324125 -1.275126026  1.000000000 -0.152480663
-2.130216938  0.360451638  0.000000000 -0.181235074
-0.363965900  1.093137540  0.000000000  0.982892874
 0.136068623 -0.069700614  1.000000000  0.039686787
 0.455954600  1.683719039  1.000000000  2.008695548
 1.300473479  0.210125406  1.000000000  1.197673379
 2.257425485  1.589428996  1.000000000  3.298800468
-0.537568508  0.753323478  0.000000000  0.623591539
-0.435797581  0.294227028  1.000000000 -0.026850985
-0.454465740 -0.091893858  1.000000000 -0.438184143
 1.311299524 -1.045002884  1.000000000 -0.055090520
-0.547690091 -0.315641031  0.000000000 -0.459491875
 0.170250542  1.296587746  1.000000000  1.421271122
 0.179127982 -0.897778087  1.000000000 -0.758192185
-2.133172047 -0.312704487  0.000000000 -0.857535299
-0.012308879 -0.143611703  0.000000000 -0.146215294
 0.110525810 -1.100482276  0.000000000 -1.050966482
 0.050417794  0.672519632  1.000000000  0.713623437
 0.418587477  0.124412176  1.000000000  0.445813925
 1.384758254  0.313220609  1.000000000  1.365183320
-1.447083622  0.105259988  0.000000000 -0.234906154
-0.210010763 -0.668788028  1.000000000 -0.826067143
 1.320145266  0.338631969  1.000000000  1.337317905
 2.138274767  0.609597212  0.000000000  1.123427561
-1.394360084  1.203950479  1.000000000  0.170278057
 1.933281162 -0.251535615  0.000000000  0.237016888
-0.905266859 -0.791715207  0.000000000 -1.010403996
-1.162339562  0.331759832  0.000000000  0.045592969
-0.598765278 -0.100206284  1.000000000 -0.531321235
 0.634147284  0.840505624  1.000000000  1.321898378
 0.270431880 -0.879855737  0.000000000 -0.809947638
-1.837843082  1.813167791  1.000000000  0.443545722
-0.386411515 -0.259609524  0.000000000 -0.356783858
-0.381065797 -2.129405222  0.000000000 -2.239832295
 0.952342441 -1.114243124  1.000000000 -0.412775649
 0.959945628  2.265100925  0.000000000  2.498020502
-0.327252729 -1.313121306  0.000000000 -1.391204232
-1.139378811 -0.210048926  0.000000000 -0.493881332
 0.638895379  0.632412914  0.000000000  0.795793780
 0.006451490 -0.738639268  0.000000000 -0.727678709
-0.246889887 -1.111942259  1.000000000 -1.292393709
-0.275536704  0.291796744  0.000000000  0.218637622
 0.492826648 -1.862198132  1.000000000 -1.505394211
 0.662437037 -1.506941063  0.000000000 -1.345617275
-1.573852648  0.371996462  0.000000000 -0.028893131
-0.045843795  0.175225018  1.000000000  0.131676124
 1.644482677  0.454020006  0.000000000  0.866572761
 1.807027705  0.903206428  1.000000000  2.262164923
-0.075143869  0.258848918  0.000000000  0.240779788
 0.123914653 -0.583723469  1.000000000 -0.497980993
-0.068646244  0.832006832  1.000000000  0.782670775
-1.068421779  1.229563145  1.000000000  0.435892025
 0.260607007 -1.011705264  1.000000000 -0.814519365
 0.181771706 -0.522441339  1.000000000 -0.383750722
-1.207459314  0.308540224  0.000000000  0.004485500
-1.415695933 -0.788702606  0.000000000 -1.133361999
 0.651354000 -0.591301279  1.000000000 -0.097484893
-0.364635366  0.551729228  1.000000000  0.289930736
 0.534622797 -0.170201860  0.000000000 -0.040904413
-1.756412436  0.003329717  1.000000000 -1.304112931
 1.373699843  0.317153629  1.000000000  1.340661735
 1.617938727 -0.207372291  0.000000000  0.190476286
-0.719554912 -0.668807060  1.000000000 -1.202192415
-0.695546088 -0.733105169  0.000000000 -0.887556016
 0.584835945  0.909171013  1.000000000  1.342697930
-1.118242317  0.440865290  0.000000000  0.170819274
 0.024554948  0.805438920  0.000000000  0.801580238
 0.304634908  0.133118038  1.000000000  0.376344508
 0.519968533 -0.122741594  1.000000000  0.258868888
-0.674647146 -0.143250004  1.000000000 -0.651625852
 0.043893126  0.061925790  1.000000000  0.118896580
-2.695519066 -0.363187255  0.000000000 -1.033014506
-0.132533600 -1.551052798  1.000000000 -1.644043921
-1.033611711  0.090669834  0.000000000 -0.149660675
-0.708455245  0.501700256  0.000000000  0.320135776
-0.275573155 -0.189488185  1.000000000 -0.381175233
-0.387618217  1.393988894  1.000000000  1.099252302
 1.703210001  0.527076567  1.000000000  1.812525323
 1.240825585 -0.077045692  0.000000000  0.246429697
 0.528662173  0.054851750  1.000000000  0.445231773
 0.521385234  1.342192218  1.000000000  1.730977076
 0.541251541  0.415386868  1.000000000  0.836168752
 0.345944415  0.104159633  1.000000000  0.361990773
 0.665103306 -0.234055008  0.000000000 -0.063424560
-2.447782580 -2.052547233  1.000000000 -3.899320429
-1.989481196  0.338967847  1.000000000 -1.144978930
 1.103525301  0.768027158  1.000000000  1.595229226
-0.019246358  2.212006412  1.000000000  2.224366346
-0.507591564  0.156179331  1.000000000 -0.219943294
-0.220011147 -0.859766679  1.000000000 -1.034698663
 0.480124252 -0.874252774  1.000000000 -0.516063762
-0.298628925  0.060005453  0.000000000 -0.022230425
-0.085064552 -0.709730732  1.000000000 -0.764006534
 0.266835182  1.316693408  1.000000000  1.529082862
 1.115291672  0.378822283  0.000000000  0.654192014
-0.485172571 -1.293637564  0.000000000 -1.410713242
-0.579827626 -0.204214285  0.000000000 -0.353469371
-0.035909971  0.232662837  0.000000000  0.217317922
 2.228307465  0.987667428  0.000000000  1.548729469
 0.085899442 -0.656029430  1.000000000 -0.584787661
-0.317921532 -0.676203478  1.000000000 -0.910818121
 0.661149183 -0.042610877  0.000000000  0.117274144
 0.207009153 -0.154893501  0.000000000 -0.090747953
-1.830245012 -1.724734036  0.000000000 -2.194334786
 1.965889290 -0.470310272  0.000000000  0.018084026
 0.755883880  0.510979100  1.000000000  1.070486887
-0.018470411 -0.031555934  0.000000000 -0.043940302
 1.982849322  1.388054894  1.000000000  2.859283097
-1.118142591 -0.280925257  0.000000000 -0.569438928
 1.538930803 -1.867233913  0.000000000 -1.474151127
 1.261096467  0.523833649  1.000000000  1.462231960
-0.629352962 -2.172522757  0.000000000 -2.337908228
 2.349958612  0.814975525  0.000000000  1.405682647
 2.569693700  0.710144338  1.000000000  2.630004944
 0.022125952 -1.673220130  0.000000000 -1.671754321
 1.306769505 -1.575386527  1.000000000 -0.611871066
 0.120569310  1.069232269  1.000000000  1.181173401
-0.488833730  0.275073744  0.000000000  0.160111667
 0.524465977 -0.540683064  1.000000000 -0.134401628
-0.776594807 -0.964470180  0.000000000 -1.163702335
-0.780315164 -0.596802435  0.000000000 -0.805486499
 0.686746901 -0.864637581  0.000000000 -0.700325237
-0.679456426  2.201526598  0.000000000  2.024326068
 1.083599187  0.534755408  0.000000000  0.798328729
-1.668007319 -0.381835499  1.000000000 -1.642429847
-1.646367138 -0.332482087  0.000000000 -0.755003703
 0.539845928 -0.250074637  0.000000000 -0.135230238
-0.463230192 -0.609154643  0.000000000 -0.716129924
-1.718630866  1.287431438  1.000000000 -0.008611082
-0.576319191 -0.369760759  0.000000000 -0.505819733
-0.245340365  0.150782417  0.000000000  0.101482605
-2.838572241 -0.143203750  0.000000000 -0.852232009
-1.027330274  2.271365775  0.000000000  2.000888096
-0.297917505 -1.338730931  0.000000000 -1.403386121
 0.353258718 -1.293965098  1.000000000 -1.014017031
 0.896186213 -1.647422217  1.000000000 -0.984934612
-1.436377603 -0.423932984  1.000000000 -1.497568443
